,make,price,details
8546,  2016 Mercedes-Benz GLC  ," KSh7,000,000 ",  Nairobi  Automatic  Grey Foreign Used 2016 Petrol 
8547,  2012 Mitsubishi RVR     3 (1 Review)   ," KSh1,565,000 ",  Nairobi  Automatic  Black 89745 km   Foreign Used 2012 Petrol 
8548,  2013 Toyota Vanguard     4 (1 Review)   ," KSh2,280,000 ",  Nairobi  Automatic  Pearl 103485 km   Brand New 2013 Petrol 
8549,  2012 Audi Q3  ," KSh3,000,000 ",  Nairobi  Automatic  White 72900 km   Foreign Used 2012 Petrol 
8550,  2012 Toyota Passo  ," KSh630,000 ",  Nairobi  Automatic  Silver 70000 km   Foreign Used 2012 Petrol 
8551,  2013 Toyota Vitz     5 (13 Reviews)   ," KSh850,000 ",  Nairobi  Automatic  Red 80000 km   Foreign Used 2013 Petrol 
8552,  2014 Nissan Patrol 5.6     4 (1 Review)   ," KSh11,999,999 ",  Mombasa  Automatic  Black 50000 km   Foreign Used 2014 Petrol 
8553,  2012 Honda CR-V     5 (4 Reviews)   ," KSh2,250,000 ",  Nairobi  Automatic  Pearl 67000 km   Foreign Used 2012 Petrol 
8554,  2012 Toyota Land Cruiser 202 ZX 4.6     5 (7 Reviews)   ," KSh7,499,999 ",  Mombasa  Automatic  White 28465 km   Foreign Used 2012 Petrol 
8555,  2012 Mercedes-Benz C200 Kompressor     5 (6 Reviews)   ," KSh2,130,000 ",  Mombasa  Automatic  Silver 90000 km   Foreign Used 2012 Petrol 
8556,  2016 Mercedes-Benz GLE 450  ," KSh14,000,000 ",  Nairobi  Automatic  Silver 5823 km   Foreign Used 2016 Petrol 
8557,  2011 Nissan Tiida Latio     5 (5 Reviews)   ," KSh580,000 ",  Nairobi  Automatic  White 62000 km   Locally Used 2011 Petrol 
8558,  2013 Mazda CX-5     4 (1 Review)   ," KSh2,550,000 ",  Nairobi  Automatic  Black Foreign Used 2013 Petrol 
8559,  2013 Mazda CX-5     4 (1 Review)   ," KSh2,550,000 ",  Nairobi  Automatic  Maroon Foreign Used 2013 Petrol 
8560,  2014 Toyota Hilux     5 (3 Reviews)   ," KSh3,850,000 ",  Nairobi  Automatic  Silver Foreign Used 2014 Diesel 
8561,  2015 Subaru Outback     5 (3 Reviews)   ," KSh3,200,000 ",  Nairobi  Automatic  Black 40000 km   Foreign Used 2015 
8562,  2013 Mercedes-Benz GL Class  ," KSh9,300,000 ",  Nairobi  Automatic  Black 53600 km   Foreign Used 2013 Diesel 
8563,  2013 BMW X3     5 (1 Review)   ," KSh3,200,000 ",  Nairobi  Automatic  Black 45000 km   Foreign Used 2013 Petrol 
8564,  2013 Toyota Auris     5 (4 Reviews)   ," KSh1,350,000 ",  Nairobi  Automatic  Blue Foreign Used 2013 Petrol 
8565,  2014 Subaru Legacy     5 (10 Reviews)   ," KSh1,550,000 ",  Nairobi  Automatic  Black Foreign Used 2014 Petrol 
8566,  2012 Subaru Outback 2.5i CVT     5 (3 Reviews)   ," KSh1,850,000 ",  Nairobi  Automatic  Gold 126000 km   Foreign Used 2012 Petrol 
8567,  2013 Volkswagen Polo     5 (1 Review)   ," KSh970,000 ",  Nairobi  Automatic  Black 56524 km   Foreign Used 2013 Petrol 
8568,  2011 Nissan Dualis     5 (1 Review)   ," KSh1,650,000 ",  Nairobi  Automatic  Black 89795 km   Foreign Used 2011 Petrol 
8569,  2013 Suzuki Escudo     4 (2 Reviews)   ," KSh2,150,000 ",  Mombasa  Automatic  White 130000 km   Foreign Used 2013 Petrol 
8570,  2012 Toyota Hilux 3.0 D-4D Double Cab     5 (3 Reviews)   ," KSh3,299,999 ",  Mombasa  Manual  White 45000 km   Foreign Used 2012 Diesel 
8571,  2013 Toyota Fielder     5 (8 Reviews)   ," KSh1,260,000 ",  Nairobi  Automatic  Pearl 63579 km   Foreign Used 2013 Petrol 
8572,  2012 Toyota Fielder     5 (8 Reviews)   ," KSh1,190,000 ",  Nairobi  Automatic  Grey 112000 km   Foreign Used 2012 Petrol 
8573,  2012 Lexus RX 450h     5 (3 Reviews)   ," KSh4,200,000 ",  Nairobi  Automatic  White 96743 km   Foreign Used 2012 Hybrid 
8574,  2012 Peugeot 508 1.6 HDI Sedan  ," KSh1,730,000 ",  Mombasa  Automatic  Blue 64000 km   Foreign Used 2012 Petrol 
8575,  2010 Toyota Land Cruiser Prado TX-L     4 (3 Reviews)   ,"KSh3,100,000",  Nairobi  Automatic  108000 km   Locally Used 2010 Petrol 
8576,  2012 Toyota Hilux 2.5 D-4D     5 (3 Reviews)   ," KSh1,949,999 ",  Mombasa  Manual  130000 km   Foreign Used 2012 Diesel 
8577,  2014 Toyota Hilux 2.5 D-4D     5 (3 Reviews)   ," KSh1,980,000 ",  Nairobi  Manual  Silver 123456 km   Locally Used 2014 Diesel 
8578,  2013 Toyota Land Cruiser      5 (7 Reviews)   ," KSh7,300,000 ",  Nairobi  Automatic  Black 38000 km   Foreign Used 2013 Petrol 
8579,  2010 Toyota Porte  ," KSh650,000 ",  Nairobi  Automatic  Black Foreign Used 2010 Petrol 
8580,  2013 Toyota Fielder     5 (8 Reviews)   ," KSh1,150,000 ",  Nairobi  Automatic  White 93000 km   Foreign Used 2013 Petrol 
8581,  2013 Nissan Bluebird     5 (2 Reviews)   ," KSh1,100,000 ",  Nairobi  Automatic  Black 92000 km   Foreign Used 2013 Petrol 
8582,  2018  Toyota Land Cruiser     5 (7 Reviews)   ," KSh12,000,000 ",  Nairobi  Automatic  Maroon Brand New 2018 Petrol 
8583,  2013 Toyota Auris     5 (4 Reviews)   ," KSh1,275,000 ",  Nairobi  Automatic  Red 65000 km   Foreign Used 2013 Petrol 
8584,  2012 Lexus RX 450h     5 (3 Reviews)   ," KSh3,650,000 ",  Nairobi  Automatic  Pearl 48000 km   Foreign Used 2012 Hybrid 
8585,  2012 Toyota Axio     4 (3 Reviews)   ," KSh1,050,000 ",  Nairobi  Automatic  Gold 35000 km   Foreign Used 2012 Petrol 
8586,  2012 Toyota Wish     4 (4 Reviews)   ," KSh1,300,000 ",  Nairobi  Automatic  Grey 72000 km   Foreign Used 2012 Petrol 
8587,  2012 Mitsubishi RVR     3 (1 Review)   ," KSh1,550,000 ",  Nairobi  Automatic  Blue 50000 km   Foreign Used 2012 Petrol 
8588,  2012 Toyota Axio     4 (3 Reviews)   ," KSh1,100,000 ",  Nairobi  Automatic  White 62000 km   Foreign Used 2012 Petrol 
8589,  2012 Mitsubishi Colt  ," KSh680,000 ",  Nairobi  Automatic  Grey 60631 km   Foreign Used 2012 Petrol 
8590,  2009 Subaru Forester 2.0 AWD     5 (9 Reviews)   ," KSh1,350,000 ",  Nairobi  Automatic  Silver 115784 km   Locally Used 2009 Petrol 
8591,  2015 Toyota Land Cruiser Prado TX-L     4 (3 Reviews)   ," KSh6,800,000 ",  Nairobi  Automatic  Brown 43000 km   Foreign Used 2015 Diesel 
8592,  2013 Subaru Impreza     5 (12 Reviews)   ," KSh1,295,000 ",  Nairobi  Automatic  Silver 139701 km   Foreign Used 2013 Petrol 
8593,  2012 Nissan Teana     5 (1 Review)   ," KSh1,150,000 ",  Nairobi  Automatic  Grey 124554 km   Foreign Used 2012 Petrol 
8594,  2012 Toyota Land Cruiser 200 4.6 ZX     5 (7 Reviews)   ," KSh5,200,000 ",  Nairobi  Automatic  Black 89000 km   Foreign Used 2012 Petrol 
8595,  2013 Toyota Mark X Rio     5 (6 Reviews)   ,"  KSh1,590,000 ",  Nairobi  Automatic  Black 67000 km   Foreign Used 2013 Petrol 
8596,  2012 Toyota Alphard  ," KSh1,950,000 ",  Nairobi  Automatic  Black 99876 km   Foreign Used 2012 Petrol 
8597,  2012 Mitsubishi Colt  ," KSh649,000 ",  Nairobi  Automatic  Silver 78654 km   Foreign Used 2012 Petrol 
8598,  2010 Honda Fit     5 (10 Reviews)   ," KSh565,000 ",  Nairobi  Automatic  Silver 185745 km   Locally Used 2010 Petrol 
8599,  2012 Honda Insight     4 (1 Review)   ," KSh925,000 ",  Nairobi  Automatic  Silver 87452 km   Brand New 2012 Petrol 
8600,  2012 Nissan March     5 (5 Reviews)   ," KSh595,000 ",  Nairobi  Automatic  White 75428 km   Foreign Used 2012 Petrol 
8601,  2013 Nissan March     5 (5 Reviews)   ," KSh575,000 ",  Nairobi  Automatic  Pink 69875 km   Brand New 2013 Petrol 
8602,  2013 Nissan March     5 (5 Reviews)   ," KSh575,000 ",  Nairobi  Automatic  Pink 69875 km   Brand New 2013 Petrol 
8603,  2013 Honda Fit Shuttle     5 (10 Reviews)   ," KSh975,000 ",  Nairobi  Automatic  Pearl 117000 km   Foreign Used 2013 Petrol 
8604,  2013 Mazda CX-5     4 (1 Review)   ," KSh2,100,000 ",  Nairobi  Automatic  Blue 87000 km   Foreign Used 2013 Diesel 
8605,  2013 Mitsubishi Mirage  ," KSh650,000 ",  Nairobi  Automatic  Blue 87600 km   Foreign Used 2013 Petrol 
8606,  2013 Mercedes-Benz C180     5 (1 Review)   ," KSh2,550,000 ",  Nairobi  Automatic  White 35704 km   Foreign Used 2013 Petrol 
8607,  2013 Land Rover Discovery IV  ," KSh4,750,000 ",  Nairobi  Automatic  Pearl 90000 km   Foreign Used 2013 Diesel 
8608,  2013 Toyota Passo  ," KSh650,000 ",  Nairobi  Automatic  Red 90000 km   Foreign Used 2013 Petrol 
8609,  2013 Toyota Land Cruiser Prado GXL     4 (3 Reviews)   ," KSh5,250,000 ",  Nairobi  Automatic  Grey 65000 km   Foreign Used 2013 Diesel 
8610,  2012 Toyota Townace  ," KSh990,000 ",  Nairobi  Automatic  White 89000 km   Foreign Used 2012 Petrol 
8611,  2012 Mazda verisa     5 (2 Reviews)   ," KSh699,000 ",  Nairobi  Automatic  Red 98000 km   Foreign Used 2012 Petrol 
8612,  2012 Mazda Axela     4 (1 Review)   ," KSh890,000 ",  Nairobi  Automatic  White 78000 km   Foreign Used 2012 Petrol 
8613,  2012 Nissan March     5 (5 Reviews)   ," KSh540,000 ",  Nairobi  Automatic  Silver 89452 km   Foreign Used 2012 Petrol 
8614,  2013 Toyota Probox     5 (7 Reviews)   ," KSh780,000 ",  Nairobi  Automatic  White 83000 km   Foreign Used 2013 Petrol 
8615,  2013 Nissan Note     5 (4 Reviews)   ," KSh720,000 ",  Nairobi  Automatic  Grey 50000 km   Foreign Used 2013 Petrol 
8616,  2013 Mercedes-Benz ML350  ," KSh6,250,000 ",  Nairobi  Automatic  Silver 78000 km   Foreign Used 2013 Petrol 
8617,  2013 Nissan Note     5 (4 Reviews)   ," KSh700,000 ",  Nairobi  Automatic  Red 70000 km   Foreign Used 2013 Petrol 
8618,  2010 Lexus RX 450h     5 (3 Reviews)   ," KSh2,550,000 ",  Nairobi  Automatic  Pearl 102728 km   Foreign Used 2010 Hybrid 
8619,  2013 Mazda CX-5     4 (1 Review)   ," KSh1,990,000 ",  Nairobi  Automatic  Grey 75800 km   Foreign Used 2013 Petrol 
8620,  2014 Nissan X-Trail 2.0 Automatic     4 (6 Reviews)   ," KSh2,250,000 ",  Nairobi  Automatic  Black 105784 km   Foreign Used 2014 Petrol 
8621,  2012 Subaru Forester 2.0 XT Turbo     5 (9 Reviews)   ," KSh1,950,000 ",  Nairobi  Automatic  White 89745 km   Foreign Used 2012 Petrol 
8622,  2014 Subaru Forester 2.0 AWD     5 (9 Reviews)   ," KSh1,850,000 ",  Nairobi  Automatic  Silver 89745 km   Locally Used 2014 Petrol 
8623,  2013 Subaru Forester 2.0 AWD     5 (9 Reviews)   ," KSh1,850,000 ",  Nairobi  Automatic  Silver 89745 km   Locally Used 2013 Petrol 
8624,  2013 Nissan Note     5 (4 Reviews)   ," KSh600,000 ",  Nairobi  Automatic  Silver 116461 km   Foreign Used 2013 Petrol 
8625,  2012 Nissan Moco  ," KSh430,000 ",  Nairobi  Automatic  White 162295 km   Foreign Used 2012 Petrol 
8626,  2013 Mercedes-Benz C180     5 (1 Review)   ," KSh2,650,000 ",  Nairobi  Automatic  Silver 39394 km   Foreign Used 2013 Petrol 
8627,  2013 Nissan March     5 (5 Reviews)   ," KSh480,000 ",  Nairobi  Automatic  Silver 118000 km   Foreign Used 2013 Petrol 
8628,  2013 Toyota Fielder     5 (8 Reviews)   ," KSh1,300,000 ",  Nairobi  Automatic  White 1 km   Foreign Used 2013 Petrol 
8629,  2015 Mercedes-Benz E250  ," KSh4,700,000 ",  Nairobi  Automatic  Pearl 53000 km   Foreign Used 2015 Petrol 
8630,  2013 Land Rover Range Rover Vogue  ," KSh11,900,000 ",  Nairobi  Automatic  Black 63500 km   Foreign Used 2013 Diesel 
8631,  2012 Mercedes-Benz ML350  ," KSh5,700,000 ",  Nairobi  Automatic  Pearl 68000 km   Foreign Used 2012 Petrol 
8632,  2007 BMW X3 2.5si Sport     5 (1 Review)   ," KSh1,480,000 ",  Nairobi  Automatic  Pearl 65530 km   Locally Used 2007 Petrol 
8633,  2012 Toyota Belta     5 (9 Reviews)   ," KSh879,999 ",  Nairobi  Automatic  Silver 24000 km   Foreign Used 2012 Petrol 
8634,  2013 Audi A3 1.4 T FSI     5 (1 Review)   ," KSh1,489,000 ",  Nairobi  Automatic  Pearl 45000 km   Foreign Used 2013 Petrol 
8635,  2012 Nissan Dualis     5 (1 Review)   ," KSh1,450,000 ",  Nairobi  Automatic  Black 66000 km   Foreign Used 2012 Petrol 
8636,  2012 BMW 320i Sport  ," KSh2,280,000 ",  Nairobi  Automatic  Blue 62000 km   Foreign Used 2012 Petrol 
8637,  2015 Subaru Outback 2.5i L.L.Bean Edition Wagon     5 (3 Reviews)   ," KSh3,599,000 ",  Nairobi  Automatic  Gold 1 km   Foreign Used 2015 Petrol 
8638,  2012 Land Rover Range Rover Sport 3.0 TDV6  ," KSh5,550,000 ",  Nairobi  Automatic  Dark Grey 65000 km   Foreign Used 2012 Diesel 
8639,  2014 Toyota Land Cruiser     5 (7 Reviews)   ," KSh8,000,000 ",  Nairobi  Automatic  Black 51000 km   Foreign Used 2014 Petrol 
8640,  2013 Audi A3 1.4 T FSI     5 (1 Review)   ," KSh1,489,000 ",  Nairobi  Automatic  Pearl 45000 km   Foreign Used 2013 Petrol 
8641,  2012 Nissan Dualis     5 (1 Review)   ,"  KSh1,450,000 ",  Nairobi  Automatic  Black 66000 km   Foreign Used 2012 Petrol 
8642,  2012 BMW 320i Sport  ," KSh2,280,000 ",  Nairobi  Automatic  Blue 62000 km   Foreign Used 2012 Petrol 
8643,  2015 Subaru Outback 2.5i L.L.Bean Edition Wagon     5 (3 Reviews)   ," KSh3,599,000 ",  Nairobi  Automatic  Gold 1 km   Foreign Used 2015 Petrol 
8644,  2012 Land Rover Range Rover Sport 3.0 TDV6  ," KSh5,550,000 ",  Nairobi  Automatic  Dark Grey 65000 km   Foreign Used 2012 Diesel 
8645,  2014 Toyota Land Cruiser     5 (7 Reviews)   ," KSh8,000,000 ",  Nairobi  Automatic  Black 51000 km   Foreign Used 2014 Petrol 
8646,  2018 Toyota Land Cruiser 202 ZX 4.6     5 (7 Reviews)   ," KSh12,500,000 ",  Nairobi  Automatic  Black 8000 km   Foreign Used 2018 Petrol 
8647,  2014 Nissan Note     5 (4 Reviews)   ," KSh760,000 ",  Nairobi  Automatic  Maroon Foreign Used 2014 Petrol 
8648,  2013 Toyota Harrier     5 (8 Reviews)   ," KSh3,345,000 ",  Nairobi  Automatic  White 70199 km   Foreign Used 2013 Petrol 
8649,  2013 Toyota Hilux 2.5 D-4D Double Cab     5 (3 Reviews)   ," KSh2,480,000 ",  Nairobi  Manual  Blue 91000 km   Foreign Used 2013 Diesel 
8650,  2013 Nissan X-Trail     4 (6 Reviews)   ," KSh2,300,000 ",  Nairobi  Automatic  Silver Foreign Used 2013 Petrol 
8651,  2013 Subaru Outback     5 (3 Reviews)   ," KSh2,180,000 ",  Nairobi  Automatic  Beige 107658 km   Foreign Used 2013 Petrol 
8652,  2012 Volvo XC60  ," KSh2,850,000 ",  Nairobi  Automatic  Dark Blue 135423 km   Foreign Used 2012 Petrol 
8653,  2012 Subaru Forester     5 (9 Reviews)   ," KSh1,980,000 ",  Nairobi  Automatic  Red 132499 km   Foreign Used 2012 Petrol 
8654,  2013 Subaru Forester     5 (9 Reviews)   ," KSh2,290,000 ",  Nairobi  Automatic  Silver 89832 km   Foreign Used 2013 Petrol 
8655,  2007 Toyota Mark X     5 (6 Reviews)   ," KSh690,000 ",  Nairobi  Automatic  Silver 124000 km   Locally Used 2007 Petrol 
8656,  2011 Honda Fit Automatic     5 (10 Reviews)   ," KSh530,000 ",  Nairobi  Automatic  White 100000 km   Locally Used 2011 Petrol 
8657,  2013 Volkswagen Polo     5 (1 Review)   ," KSh980,000 ",  Nairobi  Automatic  Black 7079 km   Foreign Used 2013 Petrol 
8658,  2013 Audi Q5  ," KSh3,250,000 ",  Nairobi  Automatic  White 104868 km   Foreign Used 2013 Petrol 
8659,  2013 Mazda CX-5     4 (1 Review)   ," KSh1,750,000 ",  Nairobi  Automatic  Grey 75988 km   Foreign Used 2013 Diesel 
8660,  2013 Mazda Axela     4 (1 Review)   ," KSh1,150,000 ",  Nairobi  Automatic  Red 142047 km   Foreign Used 2013 Petrol 
8661,  2013 Mitsubishi Outlander     4 (2 Reviews)   ," KSh2,150,000 ",  Nairobi  Automatic  White 73514 km   Foreign Used 2013 Petrol 
8662,  2012 Toyota Voxy     4 (2 Reviews)   ," KSh1,500,000 ",  Nairobi  Automatic  White 108800 km   Foreign Used 2012 Petrol 
8663,  2013 Honda Stepwagon  ," KSh1,300,000 ",  Nairobi  Automatic  Black 9071 km   Foreign Used 2013 Petrol 
8664,  2013 Subaru Forester     5 (9 Reviews)   ," KSh2,550,000 ",  Nairobi  Automatic  Black 78000 km   Foreign Used 2013 Petrol 
8665,  2013 Mazda CX-5     4 (1 Review)   ," KSh2,150,000 ",  Nairobi  Automatic  Pearl 72000 km   Foreign Used 2013 Petrol 
8666,  2013 Toyota Hilux 3.0 D-4D Double Cab     5 (3 Reviews)   ," KSh3,600,000 ",  Nairobi  Automatic  Black 78000 km   Foreign Used 2013 Diesel 
8667,  2013 Mitsubishi Shogun  ," KSh3,299,999 ",  Mombasa  Automatic  Silver 132456 km   Foreign Used 2013 Diesel 
8668,  2013 Toyota Noah     5 (6 Reviews)   ," KSh1,550,000 ",  Nairobi  Automatic  Pearl 95778 km   Foreign Used 2013 Petrol 
8669,  2012 Toyota Auris     5 (4 Reviews)   ," KSh1,380,000 ",  Nairobi  Automatic  Red 32040 km   Foreign Used 2012 Petrol 
8670,  2013 Toyota Wish     4 (4 Reviews)   ," KSh1,400,000 ",  Nairobi  Automatic  Silver 67890 km   Foreign Used 2013 Petrol 
8671,  2012 BMW X1     5 (1 Review)   ," KSh2,100,000 ",  Nairobi  Automatic  Brown 60430 km   Foreign Used 2012 Petrol 
8672,  2012 Toyota Kluger  ,"KSh3,500,000",  Nairobi  Automatic  56000 km   Foreign Used 2012 Petrol 
8673,  2012 Toyota Vitz     5 (13 Reviews)   ,"KSh640,000",  Nairobi  Automatic  108000 km   Locally Used 2012 Petrol 
8674,  2013 Mitsubishi RVR     3 (1 Review)   ," KSh1,900,000 ",  Mombasa  Automatic  Black 37000 km   Foreign Used 2013 Petrol 
8675,  2013 BMW X5  ," KSh4,700,000 ",  Nairobi  Automatic  Silver Foreign Used 2013 Diesel 
8676,  2011 Audi A1  ," KSh1,000,000 ",  Nairobi  Automatic  Red 60000 km   Foreign Used 2011 Petrol 
8677,  2012 Suzuki Escudo     4 (2 Reviews)   ," KSh1,800,000 ",  Nairobi  Automatic  Black 80000 km   Foreign Used 2012 Petrol 
8678,  2013 Mazda Demio     4 (5 Reviews)   ," KSh675,000 ",  Nairobi  Automatic  Red 60000 km   Foreign Used 2013 Petrol 
8679,  2013 Mitsubishi Mirage  ," KSh625,000 ",  Nairobi  Automatic  Blue 79000 km   Foreign Used 2013 Petrol 
8680,  2013 Nissan Bluebird     5 (2 Reviews)   ," KSh1,200,000 ",  Nairobi  Automatic  Grey 38000 km   Foreign Used 2013 Petrol 
8681,  2011 Toyota Crown     5 (3 Reviews)   ," KSh1,500,000 ",  Nairobi  Automatic  Pearl 77000 km   Foreign Used 2011 Petrol 
8682,  2014 Subaru Forester     5 (9 Reviews)   ," KSh2,300,000 ",  Nairobi  Automatic  Silver 84000 km   Foreign Used 2014 Petrol 
8683,  2013 Toyota Ractis     5 (7 Reviews)   ," KSh950,000 ",  Nairobi  Automatic  Silver 91000 km   Foreign Used 2013 Petrol 
8684,  2012 Toyota ISIS     5 (1 Review)   ," KSh1,100,000 ",  Nairobi  Automatic  Maroon 99000 km   Foreign Used 2012 Petrol 
8685,  2016 Toyota Land Cruiser     5 (7 Reviews)   ," KSh12,500,000 ",  Nairobi  Automatic  Silver 4000 km   Brand New 2016 Petrol 
8686,  2013 Toyota Land Cruiser Prado     4 (3 Reviews)   ," KSh5,200,000 ",  Nairobi  Automatic  Grey Foreign Used 2013 Diesel 
8687,  2012 Toyota Fortuner     5 (2 Reviews)   ," KSh3,400,000 ",  Nairobi  Automatic  Silver Foreign Used 2012 Diesel 
8688,  2015 Toyota Fielder     5 (8 Reviews)   ," KSh1,400,000 ",  Nairobi  Automatic  White Foreign Used 2015 Petrol 
8689,  2013 BMW X3     5 (1 Review)   ," KSh3,200,000 ",  Nairobi  Automatic  Maroon 53000 km   Foreign Used 2013 Diesel 
8690,  2012 Honda Fit     5 (10 Reviews)   ," KSh595,000 ",  Nairobi  Automatic  Silver 114000 km   Locally Used 2012 Petrol 
8691,  1994 Subaru Leone     5 (1 Review)   ," KSh220,000 ",  Nairobi  Manual  White 123456 km   Locally Used 1994 Petrol 
8692,  2011 Ford Ranger 2.2 XL     5 (2 Reviews)   ," KSh3,450,000 ",  Nairobi  Manual  Black 150609 km   Locally Used 2011 Diesel 
8693,  2013 Honda Insight     4 (1 Review)   ," KSh875,000 ",  Nairobi  Automatic  Dark Grey 49668 km   Foreign Used 2013 Petrol 
8694,  2013 Nissan Tiida     5 (5 Reviews)   ," KSh799,000 ",  Nairobi  Automatic  White 106213 km   Foreign Used 2013 Petrol 
8695,  2009 Mercedes-Benz E350  ," KSh2,450,000 ",  Nairobi  Automatic  Maroon 85438 km   Locally Used 2009 Petrol 
8696,  2013 Toyota Hilux     5 (3 Reviews)   ," KSh3,400,000 ",  Nairobi  Automatic  Dark Grey 129673 km   Foreign Used 2013 Diesel 
8697,  2011 Mercedes-Benz C200     5 (6 Reviews)   ,"KSh1,650,000",  Nairobi  Automatic  105000 km   Locally Used 2011 Petrol 
8698,  2010 Toyota Vanguard     4 (1 Review)   ,"KSh1,650,000",  Nairobi  Automatic  135000 km   Locally Used 2010 Petrol 
8699,  2008 Toyota Crown Royal 2.5     5 (3 Reviews)   ,"KSh850,000",  Nairobi  Automatic  135000 km    Locally Used 2008 Petrol 
8700,  2009 Mercedes-Benz E350  ," KSh2,450,000 ",  Nairobi  Automatic  Maroon 85438 km   Locally Used 2009 Petrol 
8701,  2013 Toyota Hilux     5 (3 Reviews)   ," KSh3,400,000 ",  Nairobi  Automatic  Dark Grey 129673 km   Foreign Used 2013 Diesel 
8702,  2011 Mercedes-Benz C200     5 (6 Reviews)   ,"KSh1,650,000",  Nairobi  Automatic  105000 km   Locally Used 2011 Petrol 
8703,  2010 Toyota Vanguard     4 (1 Review)   ,"KSh1,650,000",  Nairobi  Automatic  135000 km   Locally Used 2010 Petrol 
8704,  2008 Toyota Crown Royal 2.5     5 (3 Reviews)   ,"KSh850,000",  Nairobi  Automatic  135000 km    Locally Used 2008 Petrol 
8705,  2012 Toyota Vitz     5 (13 Reviews)   ,"KSh650,000",  Nairobi  Automatic  96000 km   Locally Used 2012 Petrol 
8706,  2010 Toyota RAV4     5 (6 Reviews)   ,"KSh1,650,000",  Nairobi  Automatic  135000 km   Locally Used 2010 Petrol 
8707,  2009 Toyota Premio     5 (15 Reviews)   ,"KSh795,000",  Nairobi  Automatic  123000 km   Locally Used 2009 Petrol 
8708,  2006 Toyota Surf  ," KSh1,650,000 ",  Nairobi  Automatic  Silver 174875 km   Locally Used 2006 Petrol 
8709,  2012 Toyota Land Cruiser Prado     4 (3 Reviews)   ," KSh3,955,000 ",  Nairobi  Automatic  Black 59000 km   Foreign Used 2012 Petrol 
8710,  2013 Toyota Premio     5 (15 Reviews)   ," KSh1,599,000 ",  Nairobi  Automatic  White 111686 km   Foreign Used 2013 Petrol 
8711,  2013 Hyundai Santa Fe  ," KSh2,950,000 ",  Nairobi  Automatic  White 58000 km   Foreign Used 2013 Petrol 
8712,  2013 Volkswagen Tiguan     4 (1 Review)   ," KSh2,280,000 ",  Nairobi  Automatic  Black 73678 km   Foreign Used 2013 Petrol 
8713,  2009 Toyota Axio     4 (3 Reviews)   ,"KSh690,000",  Nairobi  Automatic  128000 km   Locally Used 2009 Petrol 
